row,pair_id,cve_id,cwe_id(정답),commit/출처,language,정답,우리_판정,우리_CWE,우리_정답여부,우리_사유,Claude_판정,Claude_CWE,Claude_정답여부,Claude_사유
27,,CVE-2022-48620,CWE-120,2024-01-12T04:15Z,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",safe,,X,Code fragment is too incomplete to determine any concrete vulnerability; no unsafe operations are visible.
28,,CVE-2022-48620,CWE-120,2024-01-12T04:15Z,C,safe,safe,,O,NONE,vuln,CWE-129,X,maxevents is clamped to an upper bound but not checked for negative/zero values before being used to size epoll_wait's event buffer.
29,,CVE-2015-10129,CWE-697,2024-02-04T05:15Z,PHP,vuln,vuln,CWE-352,O,The manipulation leads to cross-site request forgery.,vuln,CWE-697,O,"Uses loose comparison (==) with user-controlled cookie against password, vulnerable to type juggling (e.g., ""0e123"" hash bypass) and lacks timing-safe comparison."
30,,CVE-2015-10129,CWE-697,2024-02-04T05:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-697,X,Using non-timing-safe === comparison for authentication cookie against password enables timing attacks and lacks hashing.
31,,CVE-2023-40178,CWE-613,2023-08-23T21:15Z,TypeScript,safe,safe,,O,NONE,vuln,CWE-347,X,"The LogoutRequest contains an empty X509Data element with no certificate, indicating signature validation may not properly verify the signing certificate against a trusted source, potentially allowing"
32,,CVE-2023-44400,CWE-384,2023-10-09T16:15Z,JavaScript,vuln,vuln,CWE-352,O,"The web application does not, or can not, sufficiently verify whether a well-formed, valid, consistent request was intentionally provided by the user who submitted the request.",vuln,CWE-613,O,"JWT tokens are signed without an expiration claim (no expiresIn option), allowing tokens to remain valid indefinitely."
33,,CVE-2023-44400,CWE-384,2023-10-09T16:15Z,JavaScript,safe,safe,,O,NONE,vuln,CWE-326,X,"SHAKE256 truncated to 16 bytes used as password-change token instead of a proper HMAC/signature, weakening integrity guarantees of JWT validation."
34,,CVE-2023-49804,CWE-384,2023-12-11T23:15Z,JavaScript,vuln,vuln,CWE-345,O,"The product does not sufficiently verify the origin or authenticity of data, in a way that causes it to accept invalid data.",vuln,CWE-522,O,"SSL key passphrase and paths are read from environment variables/args without indication of secure storage or validation, risking exposure."
35,,CVE-2023-49804,CWE-384,2023-12-11T23:15Z,JavaScript,safe,safe,,O,NONE,vuln,CWE-522,X,"Password is transmitted in plaintext over a local WebSocket connection during the login/disconnect flow, relying solely on local network trust."
36,,CVE-2023-49805,CWE-346,2023-12-11T23:15Z,JavaScript,vuln,vuln,CWE-345,O,"The product does not sufficiently verify the origin or authenticity of data, in a way that causes it to accept invalid data.",vuln,CWE-346,O,"Socket.IO Server instantiated without CORS/origin restrictions, potentially allowing connections from any origin."
37,,CVE-2023-49805,CWE-346,2023-12-11T23:15Z,JavaScript,safe,safe,,O,NONE,vuln,CWE-346,X,"When no Origin header is present, the request is allowed by default, permitting non-browser or spoofed clients to bypass the origin check and establish WebSocket connections."
38,,CVE-2023-4218,CWE-611,2023-11-09T09:15Z,Java,vuln,vuln,CWE-611,O,The manipulation leads to xml external entity reference.,vuln,CWE-611,O,"DocumentBuilderFactory and SAXParserFactory instances are created without disabling external entity/DTD processing, enabling XXE attacks."
39,,CVE-2023-4218,CWE-611,2023-11-09T09:15Z,Java,safe,safe,,O,NONE,safe,,O,"Code uses XmlProcessorFactory's DOCTYPE-error-throwing parser/factory methods, which is a secure-by-design pattern that mitigates XXE vulnerabilities."
40,,CVE-2023-4913,CWE-79,2023-09-12T15:15Z,PHP,vuln,vuln,CWE-22,O,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",vuln,CWE-22,O,"Path is derived from user-controlled URI via urldecode without sanitization, allowing traversal sequences before use in file existence checks."
41,,CVE-2023-4913,CWE-79,2023-09-12T15:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-22,X,"$filename is not shown to be derived from sanitized $path before realpath check, and the check itself can be bypassed via symlinks or if $filename is set independently of the validated path."
42,,CVE-2023-5631,CWE-79,2023-10-18T15:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,vuln,CWE-611,O,"SVG content is decoded and processed without sanitization, allowing XXE or embedded script injection via malicious SVG/XML input."
43,,CVE-2023-5631,CWE-79,2023-10-18T15:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-79,X,"Whitespace-obfuscated MIME type in SVG data URI (e.g. ""s vg+xml"") could bypass type detection regex, allowing embedded SVG with malicious onerror handlers to execute script."
44,,CVE-2023-46724,CWE-295,2023-11-01T20:15Z,C++,safe,safe,,O,NONE,vuln,CWE-617,X,"Using assert() for input validation is unsafe since assertions are stripped in release builds (NDEBUG), bypassing intended checks on domain name matching."
45,,CVE-2023-31714,CWE-89,2023-08-30T22:15Z,PHP,vuln,safe,,X,NONE,vuln,CWE-434,O,Code snippet is incomplete; no actual input handling or file operations shown to confirm a concrete vulnerability.
46,,CVE-2023-31714,CWE-89,2023-08-30T22:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-134,X,"printf() is called with concatenated user-influenced data ($row[""Name""].$row['Class']) as the format string instead of using it as an argument, risking format string issues."
47,,CVE-2023-50257,CWE-284,2024-02-19T20:15Z,C,vuln,vuln,CWE-416,O,"The product reuses or references memory after it has been freed. At some point afterward, the memory may be allocated again and saved in another pointer, while the original pointer references a locati",vuln,CWE-401,O,"handshake_message and handshake_handle are allocated but on some code paths (e.g., default/VALIDATION_PENDING_RETRY case) not properly freed or tracked, causing potential memory leaks and inconsistent"
48,,CVE-2023-50257,CWE-284,2024-02-19T20:15Z,C,vuln,vuln,CWE-287,O,"The RTPSParticipantImpl::getRTPSParticipantAttributes function in RTPSParticipantImpl.cpp in FastDDS before 1.3.1 does not properly check the GUID of the remote participant, which allows remote attack",vuln,CWE-710,O,"Code fragment is incomplete/non-compilable header snippets, making meaningful vulnerability analysis infeasible."
49,,CVE-2023-38997,CWE-22,2023-08-09T19:15Z,Python,vuln,vuln,CWE-22,O,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",vuln,CWE-22,O,"zf_info.filename from a zip archive is concatenated into target_filename without sanitization, allowing zip-slip path traversal during extraction."
50,,CVE-2023-38997,CWE-22,2023-08-09T19:15Z,Python,safe,vuln,CWE-22,X,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",vuln,CWE-22,X,"startswith check on unnormalized target_directory can be bypassed via sibling directory names or crafted zip entries, allowing extraction outside intended path."
51,,CVE-2023-38999,CWE-352,2023-08-09T19:15Z,PHP,vuln,vuln,CWE-863,O,"The product performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended acce",vuln,CWE-306,O,System halt/reboot commands are executed via configdRun without visible authentication or authorization checks on this code path.
52,,CVE-2023-38999,CWE-352,2023-08-09T19:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-352,X,State-changing system halt/reboot actions rely only on POST check without CSRF token validation or authorization checks shown.
53,,CVE-2023-39000,CWE-79,2023-08-09T19:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,vuln,CWE-79,O,Assigning $module/$scope to view without evidence of sanitization or output escaping could lead to XSS if these values are user-controlled and rendered unescaped.
54,,CVE-2023-39000,CWE-79,2023-08-09T19:15Z,PHP,safe,safe,,O,NONE,safe,,O,"Input is properly escaped using htmlspecialchars with ENT_QUOTES before output, mitigating XSS risk."
55,,CVE-2023-39002,CWE-79,2023-08-09T19:15Z,PHP,safe,safe,,O,NONE,safe,,O,"Redundant but safe use of htmlspecialchars with ENT_QUOTES properly encodes output, no vulnerability present."
56,,CVE-2023-39007,CWE-79,2023-08-09T19:15Z,PHP,safe,safe,,O,NONE,safe,,O,"Input is properly escaped with htmlspecialchars using ENT_QUOTES before output, mitigating XSS."
57,,CVE-2023-44275,CWE-79,2023-09-28T05:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,vuln,CWE-20,O,"User-supplied POST value is stored directly without validation or sanitization, which could lead to unexpected behavior or downstream injection if used unsafely elsewhere."
58,,CVE-2023-44275,CWE-79,2023-09-28T05:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-20,X,"FILTER_SANITIZE_NUMBER_INT only strips disallowed characters but does not validate range/type, so unchecked column_count could cause unexpected behavior when later used."
59,,CVE-2023-4006,CWE-1236,2023-07-31T01:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,safe,,X,Code snippet is incomplete and lacks sufficient context to identify a concrete vulnerability.
60,,CVE-2023-4006,CWE-1236,2023-07-31T01:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-1236,X,"Sanitize only wraps values containing risky leading characters in quotes but doesn't prefix/escape the formula trigger itself, so quoted formulas like ""=SUM(A1:A10)"" can still execute in some spreadsh"
61,,CVE-2023-4007,CWE-79,2023-07-31T01:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,vuln,CWE-79,O,"addslashes() does not encode HTML/JS special characters, and $this->name/$this->text are output without escaping, allowing XSS via attribute or content injection."
62,,CVE-2023-4007,CWE-79,2023-07-31T01:15Z,PHP,safe,safe,,O,NONE,safe,,O,All output values are passed through Strings::htmlentities() for proper HTML encoding before insertion into the anchor tag.
63,,CVE-2023-5227,CWE-434,2023-09-30T01:15Z,PHP,vuln,vuln,CWE-434,O,The product allows the upload or transfer of dangerous file types that are automatically processed within its environment.,vuln,CWE-434,O,"File is accepted for upload only if getimagesize fails (i.e., non-image), allowing arbitrary/malicious file uploads without extension or content-type validation."
64,,CVE-2023-5227,CWE-434,2023-09-30T01:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-434,X,"File extension/name is not validated or sanitized before saving, allowing upload of malicious files (e.g., PHP scripts) despite MIME-type checks that can be spoofed."
65,,CVE-2023-5316,CWE-79,2023-09-30T01:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,vuln,CWE-1188,O,"Insufficient code context to determine data source, sanitization, or usage of $value and $faqConfig->get($key)."
66,,CVE-2023-5316,CWE-79,2023-09-30T01:15Z,PHP,safe,safe,,O,NONE,safe,,O,"Code shows proper output encoding via htmlentities, no vulnerability evident from this snippet."
67,,CVE-2023-5317,CWE-79,2023-09-30T01:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,vuln,CWE-22,O,"Unsanitized 'url' input (FILTER_UNSAFE_RAW) is used directly in folder move/delete operations, allowing path traversal."
68,,CVE-2023-5317,CWE-79,2023-09-30T01:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-20,X,"URL is built from unvalidated $url and SERVER_NAME before validation, and filter results aren't sanitized for path use in folder operations, risking SSRF or path manipulation."
69,,CVE-2023-5319,CWE-79,2023-09-30T01:15Z,PHP,safe,safe,,O,NONE,safe,,O,"The code applies htmlentities encoding to user-supplied display_name, which mitigates XSS rather than introducing a vulnerability."
70,,CVE-2023-5320,CWE-79,2023-09-30T01:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,safe,,X,Code snippet is only a partial switch-case assignment with no identifiable security-relevant logic.
71,,CVE-2023-5320,CWE-79,2023-09-30T01:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-20,X,"URL validation only removes invalid values instead of rejecting the request, potentially allowing malformed data to pass silently."
72,,CVE-2023-5863,CWE-79,2023-10-31T01:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,vuln,CWE-79,O,"User-supplied 'action' query parameter is output directly into HTML attribute without escaping, enabling XSS."
73,,CVE-2023-5863,CWE-79,2023-10-31T01:15Z,PHP,safe,safe,,O,NONE,safe,,O,"Output is properly escaped with htmlentities before being placed in the HTML attribute, preventing XSS."
74,,CVE-2023-5864,CWE-79,2023-10-31T01:15Z,PHP,safe,safe,,O,NONE,safe,,O,"htmlentities() properly encodes output, mitigating XSS risk for the $row->question value."
75,,CVE-2023-5865,CWE-613,2023-10-31T01:15Z,PHP,vuln,safe,,X,NONE,parse_fail,,X,
76,,CVE-2023-5865,CWE-613,2023-10-31T01:15Z,PHP,safe,safe,,O,NONE,safe,,O,"The SQL query uses %d for user_id in sprintf, safely casting it to an integer, preventing SQL injection."
77,,CVE-2023-5866,CWE-614,2023-10-31T01:15Z,PHP,vuln,vuln,CWE-352,O,"The web application does not, or can not, sufficiently verify whether a well-formed, valid, consistent request was intentionally provided by the user who submitted the request.",vuln,CWE-614,O,"The $secure flag is computed but never used in setcookie(), and 'secure'/'httponly' options are omitted, exposing the token cookie to interception over non-HTTPS or client-side script access."
78,,CVE-2023-5866,CWE-614,2023-10-31T01:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-20,X,"Reliance on unvalidated $_SERVER['SERVER_PORT'] and SCRIPT_NAME for security decisions/path can be manipulated in some server configs, causing incorrect secure flag or cookie path."
79,,CVE-2023-5867,CWE-79,2023-10-31T01:15Z,PHP,vuln,vuln,CWE-22,O,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",safe,,X,Insufficient code context provided to determine any security vulnerability.
80,,CVE-2023-5867,CWE-79,2023-10-31T01:15Z,PHP,safe,safe,,O,NONE,safe,,O,"Filename is properly escaped with htmlentities before output, preventing XSS."
81,,CVE-2023-6889,CWE-79,2023-12-16T09:15Z,PHP,vuln,safe,,X,NONE,vuln,CWE-79,O,"input.val() is escaped only for '/' before insertion into HTML, missing escaping of &, <, >, quotes allows XSS injection via tag input."
82,,CVE-2023-6889,CWE-79,2023-12-16T09:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-79,X,"escape() function properly encodes HTML special characters before insertion, but relies on client-side escaping only, which could be bypassed if input.val() is manipulated before this call."
83,,CVE-2023-6890,CWE-79,2023-12-16T09:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,vuln,CWE-79,O,"Unescaped output of $category->getPath, $data['content'], and $result->question into HTML without sanitization allows XSS if inputs are user-controlled."
84,,CVE-2023-6890,CWE-79,2023-12-16T09:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-79,X,"Output built via cleanUpContent() for category path/content is inserted into HTML without confirmed proper encoding, unlike other fields safely escaped with Strings::htmlentities."
85,,CVE-2023-49280,CWE-522,2023-12-04T23:15Z,Java,vuln,vuln,CWE-863,O,"The product performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended acce",vuln,CWE-863,O,"Custom right check relies on dynamic right name without validating registration/context properly, risking improper access control decisions."
86,,CVE-2023-6461,CWE-79,2023-12-01T14:15Z,JavaScript,vuln,vuln,CWE-79,O,The manipulation leads to cross site scripting.,vuln,CWE-79,O,"value.id and value.name are concatenated into HTML without encoding, allowing injection of malicious markup/scripts if these values are user-controlled."
87,,CVE-2023-6461,CWE-79,2023-12-01T14:15Z,JavaScript,safe,safe,,O,NONE,vuln,CWE-79,X,"value.id is concatenated into HTML attribute (data-id) without escaping, allowing attribute-breakout XSS if id is attacker-controlled."
88,,CVE-2024-2217,CWE-284,2024-04-10T17:15Z,Python,safe,vuln,CWE-22,X,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",vuln,CWE-22,X,"A blocklist-based path restriction can be bypassed via path traversal, symlinks, or alternate path representations, allowing access to blocked directories."
89,,CVE-2024-3234,CWE-22,2024-06-06T19:16Z,Python,safe,safe,,O,NONE,vuln,CWE-522,X,"Cookies ""access-token""/""access-token-unsecure"" are deleted without specifying secure/httponly/samesite attributes matching original cookie scope, and mocked OAuth route bypasses real authentication, w"
90,,CVE-2018-25088,CWE-89,2023-07-18T13:15Z,Python,vuln,vuln,CWE-89,O,The manipulation leads to sql injection.,vuln,CWE-89,O,"User-controlled values (db_name, db_user, db_pwd) are directly interpolated into SQL strings without parameterization or sanitization."
91,,CVE-2018-25088,CWE-89,2023-07-18T13:15Z,Python,safe,safe,,O,NONE,safe,,O,"Uses psycopg2.sql.Identifier/SQL and parameterized queries properly, mitigating SQL injection risks."
92,,CVE-2023-3673,CWE-89,2023-07-14T13:15Z,PHP,vuln,vuln,CWE-89,O,"The product constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could mod",vuln,CWE-89,O,"orderBy uses unsanitized user-controlled values from $sortingSettings, allowing potential SQL injection if not whitelisted."
93,,CVE-2023-3673,CWE-89,2023-07-14T13:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-89,X,"orderKey/order used in orderBy without confirmed validation call before use, risking injection if isValidOrderKey is not enforced prior to quoting."
94,,CVE-2023-3820,CWE-89,2023-07-21T15:15Z,PHP,vuln,safe,,X,NONE,vuln,CWE-89,O,$orderKeyParts values are concatenated into $orderKey without quoting/validation before being used in a SQL query context.
95,,CVE-2023-3820,CWE-89,2023-07-21T15:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-89,X,"orderKey components are concatenated into SQL without proper validation before quoting, relying solely on quoteIdentifier for safety."
96,,CVE-2024-32871,CWE-770,2024-06-04T15:15Z,PHP,vuln,safe,,X,NONE,vuln,CWE-434,O,Format checks rely on checkAllowedFormats but extension is derived from pathinfo without validating actual file content/type.
97,,CVE-2024-32871,CWE-770,2024-06-04T15:15Z,PHP,safe,safe,,O,NONE,safe,,O,"Code shows format/scaling validation logic only; no evident injection, path traversal, or unsafe input handling in the provided snippet."
98,,CVE-2024-32871,CWE-770,2024-06-04T15:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,vuln,CWE-434,O,"ImageMagick processing of untrusted file formats (e.g., via ImageTragick exploits) can lead to remote code execution or file disclosure."
99,,CVE-2024-32871,CWE-770,2024-06-04T15:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-434,X,"checkAllowedFormats bypasses format validation whenever the requested format matches the original asset's extension, allowing untrusted/dangerous formats (e.g., eps, svg) to bypass the allowed_formats"
100,,CVE-2023-3745,CWE-787,2023-07-24T16:15Z,C,vuln,vuln,CWE-125,O,The ReadPSDChannel function in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,vuln,CWE-670,O,"The nested condition is unreachable/logically flawed since photometric cannot equal both values, causing extent calculation to be skipped incorrectly."
101,,CVE-2023-3745,CWE-787,2023-07-24T16:15Z,C,safe,vuln,CWE-125,X,The ReadPSDImage function in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,safe,,O,Snippet only shows a conditional check on photometric type with no visible operation or memory access to assess for vulnerabilities.
102,,CVE-2023-5341,CWE-416,2023-11-19T10:15Z,C,safe,safe,,O,NONE,safe,,O,This code performs a valid bounds check comparing file_size against actual blob size before proceeding.
103,,CVE-2023-4187,CWE-79,2023-08-05T18:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,vuln,CWE-89,O,User-supplied 'term' parameter is concatenated directly into SQL query without parameterization or escaping.
104,,CVE-2023-4187,CWE-79,2023-08-05T18:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-89,X,"User-supplied `term` is concatenated directly into a SQL LEFT() length expression without escaping, allowing injection despite escape() on the value itself."
105,,CVE-2023-4649,CWE-384,2023-08-31T01:15Z,PHP,vuln,vuln,CWE-22,O,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",vuln,CWE-614,O,"The 'secure' flag set to false allows cookies to be transmitted over unencrypted HTTP connections, exposing session data to interception."
